subscription_id,customer_id,plan_type,trial_start_date,trial_end_date,converted_to_paid,subscription_start_date,subscription_end_date,subscription_status,monthly_price,billing_cycle_months,cancel_reason
SUB_000041,CUST_003644,monthly,2025-01-04,2025-01-18,False,,,trial_only,9.99,1,
SUB_000042,CUST_001970,monthly,2025-01-04,2025-01-18,False,,,trial_only,9.99,1,
SUB_000043,CUST_001551,monthly,2025-01-04,2025-01-18,False,,,trial_only,9.99,1,
SUB_000044,CUST_000005,monthly,2025-01-04,2025-01-18,False,,,trial_only,9.99,1,
SUB_000045,CUST_003089,monthly,2025-01-04,2025-01-18,False,,,trial_only,9.99,1,
SUB_000046,CUST_003364,monthly,2025-01-05,2025-01-19,False,,,trial_only,9.99,1,
SUB_000047,CUST_003649,monthly,2025-01-05,2025-01-19,True,2025-01-20,,active,9.99,1,
SUB_000048,CUST_000933,monthly,2025-01-05,2025-01-19,False,,,trial_only,9.99,1,
SUB_000049,CUST_002225,monthly,2025-01-05,2025-01-19,False,,,trial_only,9.99,1,
SUB_000050,CUST_000056,monthly,2025-01-05,2025-01-19,False,,,trial_only,9.99,1,
SUB_000051,CUST_001580,monthly,2025-01-05,2025-01-19,True,2025-01-20,2025-08-20,cancelled,9.99,1,temporary_pause
SUB_000052,CUST_001449,monthly,2025-01-05,2025-01-19,True,2025-01-20,2025-05-20,cancelled,9.99,1,switched_tool
SUB_000053,CUST_000520,annual,2025-01-05,2025-01-19,True,2025-01-20,,active,8.33,12,
SUB_000054,CUST_000795,monthly,2025-01-05,2025-01-19,False,,,trial_only,9.99,1,
SUB_000055,CUST_001825,monthly,2025-01-05,2025-01-19,False,,,trial_only,9.99,1,
SUB_000056,CUST_003636,monthly,2025-01-06,2025-01-20,True,2025-01-21,,active,9.99,1,
SUB_000057,CUST_001647,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000058,CUST_002007,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000059,CUST_001859,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000060,CUST_000639,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000061,CUST_001160,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000062,CUST_003428,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000063,CUST_003945,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000064,CUST_001140,annual,2025-01-06,2025-01-20,True,2025-01-21,,active,8.33,12,
SUB_000065,CUST_000875,monthly,2025-01-06,2025-01-20,True,2025-01-21,,active,9.99,1,
SUB_000066,CUST_002750,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000067,CUST_003946,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000068,CUST_001951,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000069,CUST_000832,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000070,CUST_002930,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000071,CUST_002351,monthly,2025-01-06,2025-01-20,False,,,trial_only,9.99,1,
SUB_000072,CUST_002350,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000073,CUST_002793,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000074,CUST_001313,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000075,CUST_002424,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000076,CUST_001225,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000077,CUST_000970,monthly,2025-01-07,2025-01-21,True,2025-01-22,2025-04-22,cancelled,9.99,1,low_value
SUB_000078,CUST_002703,annual,2025-01-07,2025-01-21,True,2025-01-22,,active,8.33,12,
SUB_000079,CUST_003873,annual,2025-01-07,2025-01-21,True,2025-01-22,,active,8.33,12,
SUB_000080,CUST_003714,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000081,CUST_002377,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000082,CUST_003670,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000083,CUST_002247,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000084,CUST_000479,monthly,2025-01-07,2025-01-21,False,,,trial_only,9.99,1,
SUB_000085,CUST_003765,monthly,2025-01-07,2025-01-21,True,2025-01-22,,active,9.99,1,
SUB_000086,CUST_000440,monthly,2025-01-08,2025-01-22,False,,,trial_only,9.99,1,
SUB_000087,CUST_000713,monthly,2025-01-08,2025-01-22,False,,,trial_only,9.99,1,
SUB_000088,CUST_001035,monthly,2025-01-08,2025-01-22,False,,,trial_only,9.99,1,
SUB_000089,CUST_000854,monthly,2025-01-09,2025-01-23,True,2025-01-24,,active,9.99,1,
SUB_000090,CUST_003807,monthly,2025-01-09,2025-01-23,False,,,trial_only,9.99,1,
SUB_000091,CUST_001435,annual,2025-01-09,2025-01-23,True,2025-01-24,,active,8.33,12,
SUB_000092,CUST_000223,monthly,2025-01-09,2025-01-23,True,2025-01-24,2025-02-24,cancelled,9.99,1,too_expensive
SUB_000093,CUST_002016,monthly,2025-01-09,2025-01-23,False,,,trial_only,9.99,1,
SUB_000094,CUST_003848,monthly,2025-01-09,2025-01-23,True,2025-01-24,,active,9.99,1,
SUB_000095,CUST_003543,monthly,2025-01-09,2025-01-23,False,,,trial_only,9.99,1,
SUB_000096,CUST_001860,monthly,2025-01-09,2025-01-23,True,2025-01-24,,active,9.99,1,
SUB_000097,CUST_002907,monthly,2025-01-09,2025-01-23,False,,,trial_only,9.99,1,
SUB_000098,CUST_000425,monthly,2025-01-09,2025-01-23,False,,,trial_only,9.99,1,
SUB_000099,CUST_003181,monthly,2025-01-09,2025-01-23,False,,,trial_only,9.99,1,
SUB_000100,CUST_001185,monthly,2025-01-09,2025-01-23,False,,,trial_only,9.99,1,
SUB_000101,CUST_001529,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000102,CUST_001650,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000103,CUST_002453,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000104,CUST_001518,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000105,CUST_003960,annual,2025-01-10,2025-01-24,True,2025-01-25,,active,8.33,12,
SUB_000106,CUST_001297,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000107,CUST_000255,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000108,CUST_002741,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000109,CUST_003572,monthly,2025-01-10,2025-01-24,True,2025-01-25,,active,9.99,1,
SUB_000110,CUST_000940,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000111,CUST_003168,monthly,2025-01-10,2025-01-24,False,,,trial_only,9.99,1,
SUB_000112,CUST_001337,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000113,CUST_001246,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000114,CUST_002252,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000115,CUST_003096,annual,2025-01-11,2025-01-25,True,2025-01-26,,active,8.33,12,
SUB_000116,CUST_003066,monthly,2025-01-11,2025-01-25,True,2025-01-26,2025-04-26,cancelled,9.99,1,low_value
SUB_000117,CUST_002911,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000118,CUST_002243,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000119,CUST_003403,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000120,CUST_002684,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000121,CUST_001548,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000122,CUST_003634,monthly,2025-01-11,2025-01-25,True,2025-01-26,,active,9.99,1,
SUB_000123,CUST_002603,monthly,2025-01-11,2025-01-25,False,,,trial_only,9.99,1,
SUB_000124,CUST_001008,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000125,CUST_002897,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000126,CUST_000195,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000127,CUST_001847,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000128,CUST_000356,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000129,CUST_002394,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000130,CUST_003238,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000131,CUST_003423,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000132,CUST_000628,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000133,CUST_001945,monthly,2025-01-12,2025-01-26,True,2025-01-27,,active,9.99,1,
SUB_000134,CUST_000920,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000135,CUST_000720,monthly,2025-01-12,2025-01-26,False,,,trial_only,9.99,1,
SUB_000136,CUST_001564,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000137,CUST_000776,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000138,CUST_001088,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000139,CUST_003732,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000140,CUST_003787,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000141,CUST_002931,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000142,CUST_000071,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000143,CUST_002293,annual,2025-01-13,2025-01-27,True,2025-01-28,,active,8.33,12,
SUB_000144,CUST_002405,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000145,CUST_002837,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000146,CUST_001521,annual,2025-01-13,2025-01-27,True,2025-01-28,,active,8.33,12,
SUB_000147,CUST_002921,monthly,2025-01-13,2025-01-27,False,,,trial_only,9.99,1,
SUB_000148,CUST_003209,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000149,CUST_003026,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000150,CUST_001276,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000151,CUST_003111,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000152,CUST_000242,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000153,CUST_000652,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000154,CUST_003170,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000155,CUST_001980,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000156,CUST_000370,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000157,CUST_000559,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000158,CUST_000222,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000159,CUST_001322,monthly,2025-01-14,2025-01-28,True,2025-01-29,,active,9.99,1,
SUB_000160,CUST_000296,monthly,2025-01-14,2025-01-28,False,,,trial_only,9.99,1,
SUB_000161,CUST_002020,monthly,2025-01-15,2025-01-29,False,,,trial_only,9.99,1,
SUB_000162,CUST_003480,monthly,2025-01-15,2025-01-29,False,,,trial_only,9.99,1,
SUB_000163,CUST_002237,monthly,2025-01-15,2025-01-29,True,2025-01-30,,active,9.99,1,
SUB_000164,CUST_003681,monthly,2025-01-15,2025-01-29,True,2025-01-30,,active,9.99,1,
SUB_000165,CUST_002161,monthly,2025-01-15,2025-01-29,False,,,trial_only,9.99,1,
SUB_000166,CUST_000245,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000167,CUST_003108,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000168,CUST_001020,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000169,CUST_002792,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000170,CUST_001590,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000171,CUST_001028,annual,2025-01-16,2025-01-30,True,2025-01-31,,active,8.33,12,
SUB_000172,CUST_000003,annual,2025-01-16,2025-01-30,True,2025-01-31,,active,8.33,12,
SUB_000173,CUST_003509,monthly,2025-01-16,2025-01-30,True,2025-01-31,,active,9.99,1,
SUB_000174,CUST_000347,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000175,CUST_003264,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000176,CUST_003012,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000177,CUST_003192,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000178,CUST_000114,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000179,CUST_000810,monthly,2025-01-16,2025-01-30,True,2025-01-31,,active,9.99,1,
SUB_000180,CUST_000828,monthly,2025-01-16,2025-01-30,False,,,trial_only,9.99,1,
SUB_000181,CUST_001125,monthly,2025-01-16,2025-01-30,True,2025-01-31,,active,9.99,1,
SUB_000182,CUST_000968,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000183,CUST_000523,annual,2025-01-17,2025-01-31,True,2025-02-01,,active,8.33,12,
SUB_000184,CUST_001326,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000185,CUST_002323,monthly,2025-01-17,2025-01-31,True,2025-02-01,,active,9.99,1,
SUB_000186,CUST_002379,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000187,CUST_002470,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000188,CUST_001060,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000189,CUST_003319,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000190,CUST_003107,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000191,CUST_003640,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000192,CUST_001967,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000193,CUST_001463,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000194,CUST_003400,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000195,CUST_003623,monthly,2025-01-17,2025-01-31,False,,,trial_only,9.99,1,
SUB_000196,CUST_002839,monthly,2025-01-18,2025-02-01,True,2025-02-02,,active,9.99,1,
SUB_000197,CUST_003604,monthly,2025-01-18,2025-02-01,True,2025-02-02,,active,9.99,1,
SUB_000198,CUST_001162,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000199,CUST_001255,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000200,CUST_001568,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000201,CUST_002199,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000202,CUST_001172,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000203,CUST_003702,monthly,2025-01-18,2025-02-01,True,2025-02-02,,active,9.99,1,
SUB_000204,CUST_002514,monthly,2025-01-18,2025-02-01,True,2025-02-02,2025-07-02,cancelled,9.99,1,switched_tool
SUB_000205,CUST_000983,monthly,2025-01-18,2025-02-01,True,2025-02-02,,active,9.99,1,
SUB_000206,CUST_002120,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000207,CUST_003826,annual,2025-01-18,2025-02-01,True,2025-02-02,,active,8.33,12,
SUB_000208,CUST_000876,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000209,CUST_002502,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000210,CUST_003961,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000211,CUST_002003,monthly,2025-01-18,2025-02-01,False,,,trial_only,9.99,1,
SUB_000212,CUST_002325,monthly,2025-01-18,2025-02-01,True,2025-02-02,,active,9.99,1,
SUB_000213,CUST_000829,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000214,CUST_003863,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000215,CUST_000179,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000216,CUST_003164,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000217,CUST_002675,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000218,CUST_000393,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000219,CUST_001091,monthly,2025-01-19,2025-02-02,True,2025-02-03,,active,9.99,1,
SUB_000220,CUST_003255,monthly,2025-01-19,2025-02-02,True,2025-02-03,,active,9.99,1,
SUB_000221,CUST_002769,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000222,CUST_001357,monthly,2025-01-19,2025-02-02,True,2025-02-03,2025-04-03,cancelled,9.99,1,temporary_pause
SUB_000223,CUST_000312,monthly,2025-01-19,2025-02-02,True,2025-02-03,2025-05-03,cancelled,9.99,1,too_expensive
SUB_000224,CUST_002642,monthly,2025-01-19,2025-02-02,False,,,trial_only,9.99,1,
SUB_000225,CUST_001691,monthly,2025-01-20,2025-02-03,False,,,trial_only,9.99,1,
SUB_000226,CUST_000392,monthly,2025-01-20,2025-02-03,True,2025-02-04,2025-09-04,cancelled,9.99,1,low_value
SUB_000227,CUST_001612,monthly,2025-01-20,2025-02-03,False,,,trial_only,9.99,1,
SUB_000228,CUST_002993,monthly,2025-01-20,2025-02-03,True,2025-02-04,,active,9.99,1,
SUB_000229,CUST_002167,monthly,2025-01-20,2025-02-03,False,,,trial_only,9.99,1,
SUB_000230,CUST_001942,monthly,2025-01-20,2025-02-03,False,,,trial_only,9.99,1,
SUB_000231,CUST_002223,monthly,2025-01-20,2025-02-03,False,,,trial_only,9.99,1,
SUB_000232,CUST_003749,monthly,2025-01-20,2025-02-03,True,2025-02-04,,active,9.99,1,
SUB_000233,CUST_000721,monthly,2025-01-20,2025-02-03,False,,,trial_only,9.99,1,
SUB_000234,CUST_002941,monthly,2025-01-20,2025-02-03,False,,,trial_only,9.99,1,
SUB_000235,CUST_003345,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000236,CUST_002482,monthly,2025-01-21,2025-02-04,True,2025-02-05,2025-09-05,cancelled,9.99,1,too_expensive
SUB_000237,CUST_003301,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000238,CUST_003175,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000239,CUST_001042,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000240,CUST_003121,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000241,CUST_002406,annual,2025-01-21,2025-02-04,True,2025-02-05,,active,8.33,12,
SUB_000242,CUST_001234,monthly,2025-01-21,2025-02-04,True,2025-02-05,,active,9.99,1,
SUB_000243,CUST_002575,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000244,CUST_000787,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000245,CUST_002683,monthly,2025-01-21,2025-02-04,False,,,trial_only,9.99,1,
SUB_000246,CUST_000068,annual,2025-01-21,2025-02-04,True,2025-02-05,,active,8.33,12,
SUB_000247,CUST_002556,monthly,2025-01-21,2025-02-04,True,2025-02-05,,active,9.99,1,
SUB_000248,CUST_000121,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000249,CUST_003390,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000250,CUST_000270,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000251,CUST_001841,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000252,CUST_002722,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000253,CUST_003115,monthly,2025-01-22,2025-02-05,True,2025-02-06,,active,9.99,1,
SUB_000254,CUST_001041,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000255,CUST_002103,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000256,CUST_003951,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000257,CUST_000949,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000258,CUST_001585,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000259,CUST_002853,monthly,2025-01-22,2025-02-05,False,,,trial_only,9.99,1,
SUB_000260,CUST_001844,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000261,CUST_001092,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000262,CUST_003116,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000263,CUST_001419,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000264,CUST_001641,monthly,2025-01-23,2025-02-06,True,2025-02-07,,active,9.99,1,
SUB_000265,CUST_003079,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000266,CUST_003813,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000267,CUST_001404,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000268,CUST_002182,monthly,2025-01-23,2025-02-06,False,,,trial_only,9.99,1,
SUB_000269,CUST_000735,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000270,CUST_001520,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000271,CUST_002012,monthly,2025-01-24,2025-02-07,True,2025-02-08,2025-06-08,cancelled,9.99,1,low_value
SUB_000272,CUST_001916,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000273,CUST_003733,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000274,CUST_000716,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000275,CUST_003167,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000276,CUST_001465,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000277,CUST_001400,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000278,CUST_003641,monthly,2025-01-24,2025-02-07,True,2025-02-08,2025-09-08,cancelled,9.99,1,low_value
SUB_000279,CUST_001513,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
SUB_000280,CUST_001093,monthly,2025-01-24,2025-02-07,False,,,trial_only,9.99,1,
