customer_id,signup_date,country,acquisition_channel,device_type,age_group
CUST_000628,2025-01-12,Switzerland,Organic,mobile,18-24
CUST_001945,2025-01-12,Belgium,Partner,mobile,35-44
CUST_000920,2025-01-12,France,Organic,mobile,35-44
CUST_000720,2025-01-12,France,Paid Social,mobile,35-44
CUST_001564,2025-01-13,Belgium,Paid Social,mobile,25-34
CUST_000776,2025-01-13,France,Paid Social,mobile,25-34
CUST_001088,2025-01-13,Spain,Search Ads,mobile,25-34
CUST_003732,2025-01-13,France,Referral,mobile,35-44
CUST_003787,2025-01-13,France,Search Ads,mobile,45+
CUST_002931,2025-01-13,Belgium,Paid Social,mobile,25-34
CUST_000071,2025-01-13,Spain,Organic,desktop,25-34
CUST_002293,2025-01-13,Canada,Referral,desktop,25-34
CUST_002405,2025-01-13,Canada,Paid Social,mobile,35-44
CUST_002837,2025-01-13,France,Paid Social,mobile,18-24
CUST_001521,2025-01-13,France,Referral,mobile,18-24
CUST_002921,2025-01-13,France,Organic,mobile,25-34
CUST_003209,2025-01-14,France,Organic,mobile,35-44
CUST_003026,2025-01-14,France,Partner,desktop,45+
CUST_001276,2025-01-14,France,Search Ads,mobile,35-44
CUST_003111,2025-01-14,Spain,Search Ads,mobile,35-44
CUST_000242,2025-01-14,Belgium,Search Ads,desktop,18-24
CUST_000652,2025-01-14,Belgium,Organic,desktop,25-34
CUST_003170,2025-01-14,Belgium,Paid Social,mobile,45+
CUST_001980,2025-01-14,Belgium,Paid Social,mobile,18-24
CUST_000370,2025-01-14,France,Paid Social,mobile,45+
CUST_000559,2025-01-14,Belgium,Referral,mobile,25-34
CUST_000222,2025-01-14,France,Organic,desktop,25-34
CUST_001322,2025-01-14,France,Partner,desktop,18-24
CUST_000296,2025-01-14,France,Paid Social,mobile,25-34
CUST_002020,2025-01-15,Canada,Organic,mobile,45+
CUST_003480,2025-01-15,Switzerland,Paid Social,mobile,25-34
CUST_002237,2025-01-15,France,Organic,desktop,35-44
CUST_003681,2025-01-15,Canada,Organic,desktop,35-44
CUST_002161,2025-01-15,Canada,Organic,mobile,25-34
CUST_000245,2025-01-16,France,Organic,mobile,25-34
CUST_003108,2025-01-16,France,Organic,desktop,35-44
CUST_001020,2025-01-16,Spain,Referral,mobile,25-34
CUST_002792,2025-01-16,France,Organic,mobile,18-24
CUST_001590,2025-01-16,France,Organic,mobile,25-34
CUST_001028,2025-01-16,Canada,Search Ads,mobile,25-34
CUST_000003,2025-01-16,France,Organic,mobile,25-34
CUST_003509,2025-01-16,Canada,Organic,mobile,35-44
CUST_000347,2025-01-16,Belgium,Paid Social,mobile,45+
CUST_003264,2025-01-16,Canada,Search Ads,desktop,25-34
CUST_003012,2025-01-16,France,Organic,desktop,18-24
CUST_003192,2025-01-16,France,Search Ads,mobile,25-34
CUST_000114,2025-01-16,France,Referral,mobile,18-24
CUST_000810,2025-01-16,France,Paid Social,mobile,25-34
CUST_000828,2025-01-16,Belgium,Referral,desktop,25-34
CUST_001125,2025-01-16,Switzerland,Organic,mobile,25-34
CUST_000968,2025-01-17,Canada,Paid Social,mobile,25-34
CUST_000523,2025-01-17,France,Organic,mobile,25-34
CUST_001326,2025-01-17,Canada,Partner,mobile,25-34
CUST_002323,2025-01-17,France,Referral,mobile,25-34
CUST_002379,2025-01-17,Belgium,Search Ads,mobile,25-34
CUST_002470,2025-01-17,Canada,Partner,mobile,25-34
CUST_001060,2025-01-17,Canada,Search Ads,mobile,45+
CUST_003319,2025-01-17,Belgium,Organic,mobile,35-44
CUST_003107,2025-01-17,Switzerland,Search Ads,desktop,35-44
CUST_003640,2025-01-17,Belgium,Paid Social,desktop,35-44
CUST_001967,2025-01-17,Canada,Search Ads,mobile,35-44
CUST_001463,2025-01-17,France,Referral,mobile,25-34
CUST_003400,2025-01-17,France,Organic,mobile,18-24
CUST_003623,2025-01-17,France,Referral,mobile,35-44
CUST_002839,2025-01-18,Belgium,Organic,mobile,18-24
CUST_003604,2025-01-18,France,Paid Social,mobile,18-24
CUST_001162,2025-01-18,France,Organic,desktop,35-44
CUST_001255,2025-01-18,Spain,Search Ads,mobile,25-34
CUST_001568,2025-01-18,Canada,Paid Social,mobile,35-44
CUST_002199,2025-01-18,France,Referral,mobile,18-24
CUST_001172,2025-01-18,Belgium,Organic,mobile,25-34
CUST_003702,2025-01-18,France,Referral,mobile,35-44
CUST_002514,2025-01-18,Switzerland,Search Ads,mobile,35-44
CUST_000983,2025-01-18,Belgium,Partner,mobile,45+
CUST_002120,2025-01-18,Canada,Referral,mobile,25-34
CUST_003826,2025-01-18,France,Referral,mobile,18-24
CUST_000876,2025-01-18,France,Search Ads,desktop,35-44
CUST_002502,2025-01-18,France,Search Ads,mobile,25-34
CUST_003961,2025-01-18,Belgium,Organic,mobile,25-34
CUST_002003,2025-01-18,France,Partner,mobile,35-44
CUST_002325,2025-01-18,France,Organic,mobile,45+
CUST_000829,2025-01-19,France,Paid Social,desktop,25-34
CUST_003863,2025-01-19,Spain,Search Ads,mobile,25-34
CUST_000179,2025-01-19,Spain,Organic,mobile,18-24
CUST_003164,2025-01-19,Canada,Search Ads,mobile,25-34
CUST_002675,2025-01-19,Switzerland,Search Ads,mobile,18-24
CUST_000393,2025-01-19,France,Partner,mobile,45+
CUST_001091,2025-01-19,Switzerland,Paid Social,mobile,18-24
CUST_003255,2025-01-19,France,Search Ads,mobile,18-24
CUST_002769,2025-01-19,Belgium,Organic,mobile,35-44
CUST_001357,2025-01-19,France,Organic,mobile,35-44
CUST_000312,2025-01-19,France,Organic,mobile,18-24
CUST_002642,2025-01-19,France,Paid Social,mobile,35-44
CUST_001691,2025-01-20,France,Partner,desktop,18-24
CUST_000392,2025-01-20,France,Referral,desktop,18-24
CUST_001612,2025-01-20,France,Paid Social,mobile,25-34
CUST_002993,2025-01-20,Belgium,Referral,mobile,25-34
CUST_002167,2025-01-20,France,Search Ads,mobile,35-44
CUST_001942,2025-01-20,Spain,Paid Social,mobile,25-34
CUST_002223,2025-01-20,Spain,Paid Social,mobile,25-34
CUST_003749,2025-01-20,France,Organic,mobile,18-24
CUST_000721,2025-01-20,Belgium,Paid Social,mobile,35-44
CUST_002941,2025-01-20,France,Organic,mobile,25-34
CUST_003345,2025-01-21,France,Organic,mobile,45+
CUST_002482,2025-01-21,France,Search Ads,desktop,25-34
CUST_003301,2025-01-21,Canada,Organic,mobile,25-34
CUST_003175,2025-01-21,France,Organic,mobile,35-44
CUST_001042,2025-01-21,France,Paid Social,mobile,18-24
CUST_003121,2025-01-21,France,Search Ads,mobile,25-34
CUST_002406,2025-01-21,Switzerland,Paid Social,mobile,35-44
CUST_001234,2025-01-21,France,Paid Social,mobile,18-24
CUST_002575,2025-01-21,France,Organic,desktop,18-24
CUST_000787,2025-01-21,Belgium,Paid Social,mobile,25-34
CUST_002683,2025-01-21,France,Organic,mobile,18-24
CUST_000068,2025-01-21,France,Referral,mobile,18-24
CUST_002556,2025-01-21,Switzerland,Organic,desktop,25-34
CUST_000121,2025-01-22,France,Organic,mobile,25-34
CUST_003390,2025-01-22,France,Paid Social,mobile,35-44
CUST_000270,2025-01-22,Canada,Paid Social,mobile,25-34
CUST_001841,2025-01-22,Spain,Paid Social,mobile,18-24
CUST_002722,2025-01-22,France,Search Ads,desktop,25-34
CUST_003115,2025-01-22,France,Organic,mobile,25-34
CUST_001041,2025-01-22,France,Referral,mobile,45+
CUST_002103,2025-01-22,France,Referral,mobile,45+
CUST_003951,2025-01-22,France,Organic,desktop,25-34
CUST_000949,2025-01-22,France,Search Ads,mobile,25-34
CUST_001585,2025-01-22,Spain,Paid Social,mobile,35-44
CUST_002853,2025-01-22,Switzerland,Referral,mobile,35-44
CUST_001844,2025-01-23,France,Organic,desktop,45+
CUST_001092,2025-01-23,Belgium,Search Ads,mobile,25-34
CUST_003116,2025-01-23,France,Paid Social,mobile,25-34
CUST_001419,2025-01-23,Spain,Search Ads,mobile,35-44
CUST_001641,2025-01-23,Canada,Organic,mobile,35-44
CUST_003079,2025-01-23,France,Paid Social,mobile,35-44
CUST_003813,2025-01-23,France,Paid Social,mobile,25-34
CUST_001404,2025-01-23,France,Partner,desktop,25-34
CUST_002182,2025-01-23,France,Organic,mobile,18-24
CUST_000735,2025-01-24,France,Organic,mobile,25-34
CUST_001520,2025-01-24,Spain,Paid Social,mobile,18-24
CUST_002012,2025-01-24,France,Partner,mobile,18-24
CUST_001916,2025-01-24,France,Organic,mobile,45+
CUST_003733,2025-01-24,Spain,Organic,mobile,35-44
CUST_000716,2025-01-24,France,Organic,desktop,25-34
CUST_003167,2025-01-24,France,Paid Social,mobile,25-34
CUST_001465,2025-01-24,Belgium,Search Ads,desktop,45+
CUST_001400,2025-01-24,France,Organic,mobile,45+
CUST_003641,2025-01-24,France,Paid Social,mobile,25-34
CUST_001513,2025-01-24,Canada,Partner,desktop,35-44
CUST_001093,2025-01-24,Switzerland,Organic,desktop,18-24
CUST_001433,2025-01-24,France,Paid Social,mobile,25-34
CUST_000445,2025-01-24,France,Paid Social,mobile,25-34
CUST_001835,2025-01-25,France,Organic,mobile,25-34
CUST_003726,2025-01-25,France,Organic,desktop,45+
CUST_000302,2025-01-25,Belgium,Organic,mobile,18-24
CUST_003228,2025-01-25,France,Organic,mobile,45+
CUST_002357,2025-01-25,France,Paid Social,mobile,25-34
CUST_003476,2025-01-25,France,Organic,mobile,45+
CUST_001284,2025-01-25,France,Organic,desktop,25-34
CUST_000452,2025-01-25,France,Search Ads,desktop,25-34
CUST_003540,2025-01-25,France,Search Ads,desktop,35-44
CUST_002830,2025-01-25,France,Organic,mobile,18-24
CUST_002798,2025-01-25,France,Organic,mobile,35-44
CUST_003835,2025-01-25,Canada,Organic,mobile,25-34
CUST_003412,2025-01-26,Belgium,Paid Social,mobile,35-44
CUST_003614,2025-01-26,France,Organic,mobile,35-44
CUST_002358,2025-01-26,Belgium,Referral,mobile,25-34
CUST_002977,2025-01-26,Canada,Organic,mobile,18-24
CUST_003789,2025-01-26,France,Organic,mobile,25-34
CUST_000218,2025-01-26,France,Search Ads,mobile,25-34
CUST_000353,2025-01-26,France,Organic,mobile,25-34
CUST_003101,2025-01-26,Belgium,Paid Social,desktop,25-34
CUST_002072,2025-01-26,France,Organic,mobile,45+
CUST_001061,2025-01-26,Spain,Organic,mobile,25-34
CUST_003602,2025-01-26,France,Paid Social,mobile,18-24
CUST_001380,2025-01-27,France,Search Ads,mobile,35-44
CUST_000238,2025-01-27,Belgium,Partner,mobile,25-34
CUST_002433,2025-01-27,Belgium,Organic,mobile,18-24
CUST_002876,2025-01-27,Belgium,Partner,mobile,18-24
CUST_002933,2025-01-27,Belgium,Referral,desktop,35-44
CUST_002023,2025-01-27,Switzerland,Organic,mobile,45+
CUST_003417,2025-01-27,Canada,Paid Social,mobile,18-24
CUST_002755,2025-01-27,Belgium,Referral,mobile,25-34
CUST_002287,2025-01-27,Canada,Organic,mobile,25-34
CUST_000275,2025-01-27,Belgium,Search Ads,mobile,18-24
CUST_001209,2025-01-27,France,Referral,desktop,25-34
CUST_002676,2025-01-28,France,Organic,desktop,25-34
CUST_003211,2025-01-28,Switzerland,Paid Social,mobile,25-34
CUST_002878,2025-01-28,France,Organic,mobile,25-34
CUST_000040,2025-01-28,Spain,Search Ads,mobile,25-34
CUST_001006,2025-01-28,Belgium,Organic,mobile,35-44
CUST_000139,2025-01-28,Belgium,Paid Social,mobile,45+
CUST_002087,2025-01-28,France,Organic,desktop,18-24
CUST_003497,2025-01-28,France,Organic,desktop,45+
CUST_003485,2025-01-28,Spain,Organic,mobile,45+
CUST_001948,2025-01-28,Spain,Organic,mobile,35-44
CUST_000817,2025-01-28,Spain,Referral,desktop,25-34
CUST_002071,2025-01-28,France,Paid Social,mobile,35-44
CUST_003484,2025-01-28,Belgium,Organic,mobile,25-34
CUST_000994,2025-01-28,France,Organic,mobile,18-24
CUST_000340,2025-01-29,France,Referral,mobile,18-24
CUST_001080,2025-01-29,France,Referral,desktop,25-34
CUST_000187,2025-01-29,France,Organic,mobile,25-34
CUST_000267,2025-01-29,France,Paid Social,mobile,18-24
CUST_003023,2025-01-29,Belgium,Referral,desktop,35-44
CUST_000620,2025-01-29,Spain,Search Ads,mobile,45+
CUST_001331,2025-01-29,France,Paid Social,desktop,35-44
CUST_001755,2025-01-29,Spain,Organic,mobile,18-24
CUST_000848,2025-01-29,Spain,Organic,mobile,25-34
CUST_001421,2025-01-29,France,Search Ads,mobile,18-24
CUST_000015,2025-01-29,France,Organic,mobile,25-34
CUST_002162,2025-01-30,Belgium,Referral,desktop,45+
CUST_001480,2025-01-30,Spain,Partner,desktop,45+
CUST_003834,2025-01-30,France,Organic,desktop,25-34
CUST_003675,2025-01-30,Switzerland,Organic,mobile,35-44
CUST_000680,2025-01-30,France,Organic,desktop,35-44
CUST_003701,2025-01-30,France,Paid Social,mobile,45+
CUST_000322,2025-01-30,Belgium,Organic,mobile,35-44
CUST_002145,2025-01-30,France,Organic,mobile,18-24
CUST_003613,2025-01-31,Canada,Organic,desktop,35-44
CUST_003491,2025-01-31,Spain,Organic,mobile,18-24
CUST_000534,2025-01-31,Canada,Partner,mobile,45+
CUST_000416,2025-01-31,France,Referral,desktop,18-24
CUST_002469,2025-01-31,France,Referral,mobile,25-34
CUST_002972,2025-01-31,France,Paid Social,mobile,25-34
CUST_001490,2025-01-31,France,Referral,mobile,18-24
CUST_001671,2025-01-31,France,Organic,mobile,25-34
CUST_000451,2025-01-31,Canada,Paid Social,mobile,35-44
CUST_003638,2025-02-01,Belgium,Search Ads,mobile,35-44
CUST_002710,2025-02-01,France,Paid Social,mobile,45+
CUST_000410,2025-02-01,Spain,Referral,mobile,25-34
CUST_003471,2025-02-01,Belgium,Organic,desktop,25-34
CUST_001143,2025-02-01,Belgium,Search Ads,mobile,35-44
CUST_001168,2025-02-01,France,Paid Social,mobile,45+
CUST_001569,2025-02-01,France,Referral,mobile,35-44
CUST_002089,2025-02-01,Belgium,Organic,mobile,35-44
CUST_002238,2025-02-01,France,Paid Social,mobile,25-34
CUST_003344,2025-02-01,Spain,Search Ads,desktop,35-44
CUST_002133,2025-02-01,France,Organic,desktop,45+
CUST_003142,2025-02-01,France,Search Ads,mobile,35-44
CUST_003312,2025-02-02,Belgium,Organic,desktop,35-44
CUST_003458,2025-02-02,Switzerland,Paid Social,desktop,45+
CUST_002791,2025-02-02,France,Search Ads,mobile,35-44
CUST_000576,2025-02-02,Spain,Organic,mobile,25-34
CUST_003709,2025-02-02,Spain,Paid Social,mobile,18-24
CUST_001191,2025-02-02,France,Referral,mobile,35-44
CUST_003399,2025-02-02,Canada,Paid Social,mobile,25-34
CUST_002375,2025-02-02,Switzerland,Search Ads,mobile,25-34
CUST_003063,2025-02-02,Canada,Paid Social,mobile,25-34
CUST_002431,2025-02-02,France,Referral,mobile,25-34
CUST_000224,2025-02-02,Switzerland,Paid Social,mobile,18-24
CUST_001570,2025-02-03,France,Organic,mobile,35-44
CUST_001554,2025-02-03,Spain,Organic,desktop,45+
CUST_003057,2025-02-03,France,Paid Social,mobile,25-34
CUST_002045,2025-02-03,France,Paid Social,desktop,35-44
CUST_001784,2025-02-03,France,Organic,desktop,35-44
CUST_001272,2025-02-03,Belgium,Referral,mobile,18-24
CUST_001299,2025-02-03,France,Organic,mobile,18-24
CUST_002422,2025-02-03,France,Organic,mobile,25-34
CUST_003459,2025-02-03,France,Search Ads,mobile,25-34
CUST_000142,2025-02-03,France,Paid Social,mobile,18-24
CUST_002464,2025-02-04,Belgium,Referral,desktop,45+
CUST_003661,2025-02-04,France,Paid Social,desktop,25-34
CUST_001575,2025-02-04,Canada,Paid Social,desktop,18-24
CUST_003511,2025-02-04,France,Search Ads,mobile,18-24
CUST_002124,2025-02-04,Belgium,Paid Social,mobile,25-34
CUST_000665,2025-02-04,Belgium,Organic,mobile,45+
CUST_000036,2025-02-04,Canada,Referral,mobile,25-34
CUST_001929,2025-02-04,France,Organic,mobile,18-24
CUST_001663,2025-02-04,France,Referral,desktop,25-34
CUST_002535,2025-02-04,France,Organic,mobile,35-44
CUST_003682,2025-02-04,France,Search Ads,mobile,18-24
CUST_001075,2025-02-04,France,Organic,mobile,18-24
CUST_002111,2025-02-04,Canada,Organic,mobile,18-24
CUST_001312,2025-02-05,Canada,Referral,desktop,25-34
CUST_000082,2025-02-05,Spain,Referral,mobile,35-44
CUST_000219,2025-02-05,Belgium,Referral,mobile,35-44
CUST_001629,2025-02-05,France,Referral,mobile,25-34
CUST_002402,2025-02-05,France,Organic,mobile,45+
CUST_001632,2025-02-05,Spain,Paid Social,mobile,45+
CUST_003989,2025-02-05,France,Search Ads,mobile,45+
CUST_001678,2025-02-05,France,Partner,desktop,45+
CUST_001176,2025-02-05,France,Paid Social,desktop,35-44
CUST_002606,2025-02-05,France,Partner,desktop,18-24
CUST_000917,2025-02-06,France,Organic,mobile,35-44
CUST_000150,2025-02-06,Spain,Search Ads,desktop,35-44
CUST_000803,2025-02-06,France,Search Ads,mobile,25-34
CUST_001001,2025-02-06,France,Organic,mobile,25-34
CUST_003770,2025-02-06,Switzerland,Organic,mobile,25-34
CUST_002873,2025-02-06,Spain,Organic,desktop,45+
CUST_003862,2025-02-07,France,Paid Social,mobile,25-34
CUST_003510,2025-02-07,France,Referral,mobile,25-34
CUST_002851,2025-02-07,France,Paid Social,mobile,35-44
CUST_003679,2025-02-07,France,Paid Social,mobile,45+
CUST_001398,2025-02-07,France,Organic,mobile,25-34
CUST_002474,2025-02-07,France,Search Ads,mobile,25-34
CUST_003074,2025-02-07,Spain,Organic,mobile,35-44
CUST_003776,2025-02-07,Belgium,Referral,desktop,25-34
CUST_003630,2025-02-07,Switzerland,Paid Social,mobile,18-24
CUST_002115,2025-02-07,France,Paid Social,mobile,18-24
CUST_000066,2025-02-08,Belgium,Referral,mobile,18-24
CUST_002024,2025-02-08,Belgium,Organic,desktop,25-34
CUST_003545,2025-02-08,Spain,Organic,mobile,25-34
CUST_003900,2025-02-08,France,Organic,mobile,18-24
CUST_001166,2025-02-08,Spain,Search Ads,mobile,25-34
CUST_002221,2025-02-08,France,Organic,mobile,35-44
CUST_002456,2025-02-08,France,Organic,mobile,35-44
CUST_000637,2025-02-09,Spain,Organic,mobile,45+
CUST_003650,2025-02-09,Spain,Organic,desktop,35-44
CUST_001901,2025-02-09,Canada,Organic,mobile,35-44
CUST_003890,2025-02-09,France,Paid Social,mobile,45+
CUST_001987,2025-02-09,France,Paid Social,mobile,25-34
CUST_003114,2025-02-09,Canada,Organic,mobile,35-44
CUST_001114,2025-02-09,Switzerland,Search Ads,desktop,18-24
CUST_001910,2025-02-09,France,Referral,mobile,35-44
CUST_001243,2025-02-09,France,Organic,mobile,25-34
CUST_003859,2025-02-09,France,Search Ads,mobile,45+
CUST_002345,2025-02-09,France,Search Ads,mobile,25-34
CUST_002186,2025-02-09,Spain,Partner,mobile,45+
CUST_003258,2025-02-09,France,Partner,desktop,45+
CUST_002366,2025-02-10,Belgium,Organic,mobile,25-34
CUST_000936,2025-02-10,France,Paid Social,mobile,45+
CUST_000660,2025-02-10,Canada,Paid Social,mobile,25-34
CUST_001709,2025-02-10,France,Organic,mobile,25-34
CUST_000971,2025-02-10,Belgium,Paid Social,mobile,35-44
CUST_001611,2025-02-10,Spain,Search Ads,mobile,18-24
CUST_000991,2025-02-10,Spain,Search Ads,mobile,45+
CUST_000568,2025-02-10,France,Paid Social,mobile,25-34
CUST_002192,2025-02-10,France,Paid Social,desktop,35-44
CUST_002171,2025-02-10,Belgium,Organic,mobile,18-24
CUST_000921,2025-02-10,France,Organic,mobile,45+
CUST_000342,2025-02-10,Belgium,Organic,mobile,18-24
CUST_002290,2025-02-10,Canada,Referral,desktop,45+
CUST_002196,2025-02-11,France,Paid Social,mobile,25-34
CUST_000248,2025-02-11,Belgium,Organic,mobile,25-34
CUST_000051,2025-02-11,France,Referral,mobile,45+
