customer_id,activity_month,nb_app_opens,nb_transactions_imported,nb_budgets_created,nb_goals_created,nb_dashboard_views,is_active_month,usage_segment
CUST_000038,2025-10-01,3,1,1,1,2,True,medium
CUST_000038,2025-11-01,2,0,0,0,2,True,low
CUST_000039,2025-02-01,1,1,1,0,1,True,medium
CUST_000039,2025-03-01,1,0,0,0,0,False,low
CUST_000040,2025-01-01,2,0,0,0,0,True,low
CUST_000040,2025-02-01,0,1,0,0,0,True,low
CUST_000041,2025-06-01,2,0,0,0,2,True,low
CUST_000041,2025-07-01,1,0,0,0,0,False,low
CUST_000042,2025-03-01,4,1,1,0,2,True,medium
CUST_000043,2025-08-01,16,5,3,1,12,True,power
CUST_000043,2025-09-01,11,5,2,2,12,True,power
CUST_000043,2025-10-01,15,5,0,2,10,True,power
CUST_000043,2025-11-01,14,6,2,2,12,True,power
CUST_000043,2025-12-01,10,5,1,2,7,True,power
CUST_000044,2025-10-01,2,0,0,0,1,True,low
CUST_000045,2025-03-01,0,1,1,0,0,True,medium
CUST_000045,2025-04-01,4,0,0,0,3,True,medium
CUST_000046,2025-03-01,0,0,0,0,1,False,low
CUST_000046,2025-04-01,3,1,0,0,1,True,low
CUST_000047,2025-08-01,3,1,1,1,1,True,medium
CUST_000047,2025-09-01,1,0,0,0,0,False,low
CUST_000048,2025-12-01,2,1,1,0,3,True,medium
CUST_000049,2025-10-01,1,0,0,0,1,False,low
CUST_000050,2025-09-01,2,0,0,0,0,True,low
CUST_000051,2025-02-01,4,1,1,1,4,True,medium
CUST_000052,2025-07-01,1,0,0,0,0,False,low
CUST_000052,2025-08-01,1,1,0,0,1,True,low
CUST_000053,2025-11-01,2,1,1,0,2,True,medium
CUST_000054,2025-05-01,10,5,2,1,9,True,power
CUST_000054,2025-06-01,5,4,0,0,6,True,power
CUST_000054,2025-07-01,6,2,0,1,6,True,medium
CUST_000054,2025-08-01,8,4,0,0,4,True,power
CUST_000054,2025-09-01,6,2,1,0,3,True,medium
CUST_000054,2025-10-01,5,1,1,1,6,True,medium
CUST_000054,2025-11-01,7,1,1,1,5,True,medium
CUST_000054,2025-12-01,9,3,0,1,7,True,power
CUST_000055,2025-12-01,1,0,0,0,2,False,low
CUST_000056,2025-01-01,1,0,0,0,0,False,low
CUST_000057,2025-04-01,5,1,1,1,1,True,medium
CUST_000057,2025-05-01,0,0,0,0,1,False,low
CUST_000058,2025-05-01,1,0,0,0,1,False,low
CUST_000059,2025-11-01,1,0,0,0,0,False,low
CUST_000060,2025-10-01,3,1,1,0,1,True,medium
CUST_000061,2025-03-01,2,1,1,0,1,True,medium
CUST_000062,2025-04-01,3,0,0,0,2,True,low
CUST_000063,2025-09-01,5,1,1,1,4,True,medium
CUST_000064,2025-05-01,3,1,1,1,1,True,medium
CUST_000064,2025-06-01,6,3,1,0,8,True,power
CUST_000064,2025-07-01,9,3,1,0,7,True,power
CUST_000064,2025-08-01,7,1,0,1,4,True,medium
CUST_000064,2025-09-01,8,3,1,0,4,True,power
CUST_000064,2025-10-01,6,3,0,0,4,True,medium
CUST_000064,2025-11-01,9,4,1,1,3,True,power
CUST_000064,2025-12-01,8,3,0,0,4,True,medium
CUST_000065,2025-03-01,2,0,0,0,2,True,low
CUST_000066,2025-02-01,9,3,1,2,4,True,power
CUST_000066,2025-03-01,7,1,1,1,6,True,medium
CUST_000066,2025-04-01,5,1,1,1,5,True,medium
CUST_000066,2025-05-01,6,3,1,1,6,True,power
CUST_000066,2025-06-01,6,1,0,1,3,True,medium
CUST_000066,2025-07-01,7,3,1,0,3,True,power
CUST_000066,2025-08-01,9,1,0,0,7,True,medium
CUST_000066,2025-09-01,6,2,0,0,6,True,medium
CUST_000066,2025-10-01,8,2,1,1,5,True,power
CUST_000066,2025-11-01,7,2,0,1,7,True,medium
CUST_000066,2025-12-01,6,2,1,0,5,True,medium
CUST_000067,2025-07-01,13,3,1,0,6,True,power
CUST_000067,2025-08-01,6,4,0,1,3,True,power
CUST_000067,2025-09-01,9,1,0,0,6,True,medium
CUST_000067,2025-10-01,6,1,0,0,7,True,medium
CUST_000067,2025-11-01,7,4,0,1,3,True,power
CUST_000067,2025-12-01,9,4,1,1,4,True,power
CUST_000068,2025-01-01,1,1,1,1,2,True,medium
CUST_000068,2025-02-01,10,2,0,1,3,True,power
CUST_000068,2025-03-01,5,4,0,0,3,True,power
CUST_000068,2025-04-01,8,1,1,0,7,True,medium
CUST_000068,2025-05-01,5,3,1,0,7,True,power
CUST_000068,2025-06-01,7,1,0,1,4,True,medium
CUST_000068,2025-07-01,9,1,0,1,3,True,medium
CUST_000068,2025-08-01,9,2,1,0,5,True,medium
CUST_000068,2025-09-01,8,2,0,0,6,True,medium
CUST_000068,2025-10-01,6,3,0,0,6,True,medium
CUST_000068,2025-11-01,7,3,1,1,7,True,power
CUST_000068,2025-12-01,9,4,1,0,3,True,power
CUST_000069,2025-10-01,3,0,0,0,0,True,low
CUST_000070,2025-05-01,10,3,1,0,8,True,power
CUST_000070,2025-06-01,6,4,1,0,6,True,power
CUST_000070,2025-07-01,6,1,1,0,6,True,medium
CUST_000070,2025-08-01,9,3,1,0,6,True,power
CUST_000070,2025-09-01,7,1,1,1,5,True,medium
CUST_000070,2025-10-01,7,1,1,1,7,True,medium
CUST_000070,2025-11-01,6,4,0,0,7,True,power
CUST_000070,2025-12-01,8,2,0,0,6,True,medium
CUST_000071,2025-01-01,3,0,0,0,1,True,low
CUST_000072,2025-12-01,1,0,0,0,1,False,low
CUST_000073,2025-03-01,3,0,0,0,2,True,low
CUST_000074,2025-08-01,2,1,1,0,3,True,medium
CUST_000074,2025-09-01,3,0,0,1,1,True,low
CUST_000075,2025-12-01,2,0,0,0,1,True,low
CUST_000076,2025-05-01,1,0,0,0,1,False,low
CUST_000076,2025-06-01,1,0,0,0,1,False,low
CUST_000077,2025-06-01,1,0,0,0,2,False,low
CUST_000078,2025-05-01,3,0,0,0,0,True,low
CUST_000079,2025-08-01,4,1,1,0,4,True,medium
CUST_000080,2025-05-01,4,1,1,0,1,True,medium
CUST_000081,2025-12-01,5,1,1,0,2,True,medium
CUST_000082,2025-02-01,5,1,1,0,3,True,medium
CUST_000083,2025-03-01,5,1,1,0,4,True,medium
CUST_000084,2025-07-01,1,0,1,0,1,True,low
CUST_000084,2025-08-01,14,5,0,2,14,True,power
CUST_000084,2025-09-01,10,6,0,1,7,True,power
CUST_000084,2025-10-01,12,5,1,2,12,True,power
CUST_000084,2025-11-01,14,3,1,2,8,True,power
CUST_000084,2025-12-01,14,6,2,0,12,True,power
CUST_000085,2025-07-01,1,0,0,0,0,False,low
CUST_000086,2025-10-01,3,0,0,0,1,True,low
CUST_000087,2025-11-01,3,1,1,1,3,True,medium
CUST_000088,2025-09-01,1,0,0,0,2,False,low
CUST_000089,2025-06-01,2,0,0,0,0,True,low
CUST_000090,2025-05-01,3,1,1,1,3,True,medium
CUST_000091,2025-05-01,1,0,0,0,1,False,low
CUST_000092,2025-11-01,2,0,0,0,2,True,low
CUST_000092,2025-12-01,1,0,0,0,0,False,low
CUST_000093,2025-03-01,5,1,1,1,2,True,medium
CUST_000094,2025-03-01,3,0,0,0,0,True,low
CUST_000095,2025-09-01,4,1,0,0,1,True,medium
CUST_000095,2025-10-01,1,0,0,0,1,False,low
CUST_000096,2025-08-01,2,1,1,1,0,True,medium
CUST_000096,2025-09-01,1,0,0,0,1,False,low
CUST_000097,2025-08-01,5,1,1,0,2,True,medium
CUST_000098,2025-10-01,3,0,0,0,1,True,low
CUST_000099,2025-05-01,3,1,1,1,2,True,medium
CUST_000100,2025-05-01,2,0,0,0,1,True,low
CUST_000101,2025-06-01,3,1,0,0,0,True,low
CUST_000102,2025-03-01,2,1,1,0,3,True,medium
CUST_000102,2025-04-01,0,0,0,0,1,False,low
CUST_000103,2025-08-01,3,0,0,0,1,True,low
CUST_000104,2025-12-01,2,1,1,0,2,True,medium
CUST_000105,2025-07-01,2,1,1,0,4,True,medium
CUST_000106,2025-10-01,3,0,0,0,0,True,low
CUST_000107,2025-04-01,3,1,1,1,2,True,medium
CUST_000107,2025-05-01,0,0,0,0,1,False,low
CUST_000108,2025-07-01,0,0,1,1,0,True,medium
CUST_000108,2025-08-01,3,1,0,0,2,True,low
CUST_000109,2025-10-01,5,3,1,1,6,True,power
CUST_000109,2025-11-01,1,0,0,0,1,False,low
CUST_000110,2025-11-01,1,1,1,0,0,True,medium
CUST_000110,2025-12-01,3,0,0,0,3,True,low
CUST_000111,2025-06-01,2,1,1,1,3,True,medium
CUST_000111,2025-07-01,9,2,0,0,4,True,medium
CUST_000111,2025-08-01,5,1,0,1,6,True,medium
CUST_000111,2025-09-01,5,3,1,1,5,True,power
CUST_000111,2025-10-01,6,1,0,0,5,True,medium
CUST_000111,2025-11-01,9,2,0,1,5,True,medium
CUST_000111,2025-12-01,9,1,1,0,7,True,medium
CUST_000112,2025-08-01,2,1,1,0,4,True,medium
CUST_000113,2025-07-01,1,0,0,0,1,False,low
CUST_000114,2025-01-01,1,0,0,0,1,False,low
CUST_000115,2025-03-01,1,1,0,0,2,True,low
CUST_000116,2025-05-01,1,0,0,0,0,False,low
CUST_000117,2025-02-01,0,0,0,0,1,False,low
CUST_000117,2025-03-01,3,1,1,0,1,True,medium
CUST_000118,2025-06-01,3,1,1,1,4,True,medium
CUST_000119,2025-04-01,5,1,1,0,2,True,medium
CUST_000120,2025-06-01,5,1,1,0,2,True,medium
CUST_000121,2025-01-01,0,0,0,0,1,False,low
CUST_000121,2025-02-01,1,0,0,0,0,False,low
CUST_000122,2025-06-01,2,1,1,1,1,True,medium
CUST_000122,2025-07-01,7,3,1,0,8,True,power
CUST_000122,2025-08-01,6,2,1,1,6,True,power
CUST_000122,2025-09-01,7,3,1,0,3,True,power
CUST_000122,2025-10-01,7,1,0,0,4,True,medium
CUST_000122,2025-11-01,7,2,1,0,7,True,medium
CUST_000122,2025-12-01,9,2,1,1,5,True,power
CUST_000123,2025-07-01,3,1,1,0,1,True,medium
CUST_000124,2025-09-01,2,1,0,0,0,True,low
CUST_000124,2025-10-01,13,5,3,1,11,True,power
CUST_000124,2025-11-01,13,7,1,1,7,True,power
CUST_000124,2025-12-01,15,5,2,0,8,True,power
CUST_000125,2025-09-01,11,2,2,0,7,True,power
CUST_000125,2025-10-01,8,2,0,0,6,True,medium
CUST_000125,2025-11-01,9,4,0,0,7,True,power
CUST_000125,2025-12-01,8,2,1,1,6,True,power
CUST_000126,2025-05-01,13,4,1,2,7,True,power
CUST_000126,2025-06-01,6,1,1,1,4,True,medium
CUST_000126,2025-07-01,7,4,0,0,7,True,power
CUST_000126,2025-08-01,7,3,1,0,7,True,power
CUST_000126,2025-09-01,4,2,0,0,1,True,medium
CUST_000126,2025-10-01,1,0,0,0,1,False,low
CUST_000127,2025-08-01,1,0,0,0,0,False,low
CUST_000128,2025-06-01,4,1,1,0,1,True,medium
CUST_000128,2025-07-01,6,3,0,1,7,True,power
CUST_000128,2025-08-01,9,3,1,0,3,True,power
CUST_000128,2025-09-01,9,1,1,0,5,True,medium
CUST_000128,2025-10-01,8,3,1,0,6,True,power
CUST_000128,2025-11-01,8,3,1,0,7,True,power
CUST_000128,2025-12-01,5,2,1,1,5,True,power
CUST_000129,2025-11-01,11,3,2,1,10,True,power
CUST_000129,2025-12-01,5,4,0,0,5,True,power
CUST_000130,2025-02-01,3,1,1,1,1,True,medium
CUST_000131,2025-09-01,4,1,1,0,2,True,medium
CUST_000132,2025-05-01,2,0,0,0,1,True,low
CUST_000133,2025-10-01,1,0,0,0,1,False,low
CUST_000134,2025-12-01,5,0,1,1,4,True,medium
CUST_000134,2026-01-01,0,0,0,0,0,False,low
CUST_000135,2025-06-01,3,1,1,0,2,True,medium
CUST_000136,2025-04-01,0,1,0,0,1,True,low
CUST_000136,2025-05-01,2,0,0,0,1,True,low
CUST_000137,2025-11-01,1,0,0,0,1,False,low
CUST_000138,2025-04-01,3,0,0,0,2,True,low
CUST_000139,2025-02-01,1,0,0,0,2,False,low
CUST_000140,2025-09-01,3,1,0,0,2,True,low
CUST_000141,2025-06-01,2,1,1,0,1,True,medium
CUST_000141,2025-07-01,0,0,0,0,1,False,low
CUST_000142,2025-02-01,5,1,1,0,2,True,medium
CUST_000143,2025-03-01,3,1,1,1,1,True,medium
CUST_000144,2025-10-01,5,0,0,0,2,True,medium
CUST_000144,2025-11-01,1,0,0,0,1,False,low
CUST_000145,2025-09-01,0,0,0,0,1,False,low
CUST_000145,2025-10-01,5,3,0,0,2,True,medium
CUST_000145,2025-11-01,1,0,0,0,1,False,low
CUST_000146,2025-08-01,2,0,0,0,2,True,low
CUST_000147,2025-04-01,3,1,1,0,1,True,medium
CUST_000148,2025-10-01,3,1,1,0,3,True,medium
CUST_000149,2025-06-01,1,0,0,0,0,False,low
CUST_000150,2025-02-01,2,1,1,1,3,True,medium
CUST_000151,2025-12-01,2,1,1,1,3,True,medium
CUST_000152,2025-03-01,5,1,1,0,1,True,medium
CUST_000152,2025-04-01,17,6,0,2,12,True,power
CUST_000152,2025-05-01,12,3,1,1,9,True,power
CUST_000152,2025-06-01,13,3,1,2,9,True,power
CUST_000152,2025-07-01,11,6,2,1,12,True,power
CUST_000152,2025-08-01,14,4,0,0,10,True,power
CUST_000152,2025-09-01,18,6,1,2,10,True,power
CUST_000152,2025-10-01,10,3,1,2,10,True,power
CUST_000152,2025-11-01,13,6,0,1,7,True,power
CUST_000152,2025-12-01,11,5,1,0,12,True,power
CUST_000153,2025-06-01,2,1,1,1,4,True,medium
CUST_000154,2025-08-01,4,0,0,1,0,True,medium
CUST_000154,2025-09-01,17,4,2,0,7,True,power
CUST_000154,2025-10-01,18,6,1,2,12,True,power
CUST_000154,2025-11-01,14,7,2,0,7,True,power
CUST_000154,2025-12-01,16,6,1,2,7,True,power
CUST_000155,2025-09-01,1,0,0,0,0,False,low
CUST_000156,2025-11-01,22,5,3,1,7,True,power
CUST_000156,2025-12-01,10,6,2,1,7,True,power
CUST_000157,2025-10-01,1,1,1,1,1,True,medium
CUST_000157,2025-11-01,1,0,0,0,1,False,low
CUST_000158,2025-10-01,2,1,1,0,2,True,medium
CUST_000158,2025-11-01,0,0,0,1,1,True,low
CUST_000159,2025-05-01,2,0,0,0,2,True,low
CUST_000160,2025-02-01,4,1,1,0,3,True,medium
CUST_000160,2025-03-01,1,0,0,0,0,False,low
CUST_000161,2025-04-01,1,0,0,0,0,False,low
CUST_000162,2025-10-01,5,1,1,0,4,True,medium
CUST_000163,2025-07-01,2,1,1,0,1,True,medium
CUST_000163,2025-08-01,5,1,1,1,8,True,medium
CUST_000163,2025-09-01,6,2,0,0,4,True,medium
CUST_000163,2025-10-01,7,2,0,1,5,True,medium
CUST_000163,2025-11-01,7,2,1,1,7,True,power
CUST_000163,2025-12-01,6,4,0,0,7,True,power
CUST_000164,2025-08-01,0,1,1,0,1,True,medium
CUST_000164,2025-09-01,5,0,0,0,1,True,medium
CUST_000165,2025-11-01,3,0,0,0,0,True,low
CUST_000165,2025-12-01,0,1,0,0,0,True,low
CUST_000166,2025-06-01,1,0,0,0,0,False,low
CUST_000167,2025-11-01,12,4,1,1,5,True,power
CUST_000167,2025-12-01,5,3,1,0,7,True,power
CUST_000168,2025-07-01,2,1,1,0,1,True,medium
CUST_000168,2025-08-01,20,4,2,2,8,True,power
CUST_000168,2025-09-01,13,3,0,0,11,True,power
CUST_000168,2025-10-01,17,3,0,2,10,True,power
CUST_000168,2025-11-01,18,3,0,0,9,True,power
CUST_000168,2025-12-01,13,4,1,0,8,True,power
CUST_000169,2025-03-01,4,1,1,1,2,True,medium
CUST_000170,2025-12-01,2,1,0,1,2,True,medium
CUST_000170,2026-01-01,0,0,1,0,0,True,low
CUST_000171,2025-10-01,3,1,1,1,2,True,medium
CUST_000172,2025-03-01,4,1,1,0,2,True,medium
CUST_000173,2025-09-01,3,0,0,0,1,True,low
CUST_000174,2025-10-01,3,1,1,0,1,True,medium
CUST_000174,2025-11-01,11,4,0,0,12,True,power
CUST_000174,2025-12-01,17,3,0,2,12,True,power
CUST_000175,2025-06-01,2,1,0,0,1,True,low
CUST_000175,2025-07-01,9,3,1,0,5,True,power
CUST_000175,2025-08-01,8,4,1,0,7,True,power
CUST_000175,2025-09-01,6,1,1,0,3,True,medium
CUST_000175,2025-10-01,8,3,0,0,5,True,medium
CUST_000175,2025-11-01,7,1,0,0,4,True,medium
CUST_000175,2025-12-01,6,4,0,1,4,True,power
CUST_000176,2025-04-01,4,1,1,0,3,True,medium
CUST_000177,2025-07-01,0,1,0,0,0,True,low
CUST_000177,2025-08-01,4,0,1,0,1,True,medium
CUST_000178,2025-07-01,4,1,1,0,4,True,medium
CUST_000179,2025-01-01,3,1,1,0,2,True,medium
CUST_000179,2025-02-01,0,0,0,0,1,False,low
CUST_000180,2025-08-01,3,0,0,0,2,True,low
CUST_000181,2025-12-01,2,0,0,0,2,True,low
CUST_000182,2025-11-01,1,0,0,0,2,False,low
CUST_000183,2025-10-01,2,0,0,0,0,True,low
CUST_000184,2025-10-01,2,0,0,0,2,True,low
CUST_000185,2025-04-01,1,1,1,0,1,True,medium
CUST_000185,2025-05-01,2,0,0,1,2,True,low
CUST_000186,2025-02-01,0,1,1,0,3,True,medium
CUST_000186,2025-03-01,2,0,0,1,1,True,low
CUST_000187,2025-01-01,2,0,0,0,0,True,low
CUST_000187,2025-02-01,3,1,1,0,3,True,medium
CUST_000188,2025-10-01,5,1,1,0,4,True,medium
CUST_000188,2025-11-01,3,0,0,0,2,True,low
CUST_000188,2025-12-01,1,0,0,0,1,False,low
CUST_000189,2025-07-01,3,0,0,0,0,True,low
CUST_000190,2025-08-01,2,0,0,0,1,True,low
CUST_000191,2025-08-01,2,0,1,0,0,True,low
CUST_000191,2025-09-01,13,8,2,2,7,True,power
CUST_000191,2025-10-01,15,4,2,2,7,True,power
CUST_000191,2025-11-01,8,6,0,2,3,True,power
CUST_000191,2025-12-01,1,0,0,0,1,False,low
CUST_000192,2025-06-01,0,1,0,0,0,True,low
CUST_000192,2025-07-01,2,0,1,0,2,True,low
CUST_000193,2025-08-01,1,1,1,0,2,True,medium
CUST_000193,2025-09-01,9,2,0,0,4,True,medium
CUST_000193,2025-10-01,6,4,1,0,7,True,power
CUST_000193,2025-11-01,6,2,1,1,6,True,power
CUST_000193,2025-12-01,9,4,1,0,6,True,power
CUST_000194,2025-05-01,3,0,0,0,0,True,low
CUST_000195,2025-01-01,2,1,1,1,1,True,medium
CUST_000196,2025-12-01,3,1,1,0,2,True,medium
CUST_000197,2025-05-01,3,1,1,0,0,True,medium
CUST_000197,2025-06-01,20,5,2,0,11,True,power
CUST_000197,2025-07-01,16,6,1,0,7,True,power
CUST_000197,2025-08-01,10,3,1,2,7,True,power
CUST_000197,2025-09-01,12,6,0,1,8,True,power
CUST_000197,2025-10-01,13,4,1,0,10,True,power
CUST_000197,2025-11-01,11,6,2,0,10,True,power
CUST_000197,2025-12-01,14,6,0,0,6,True,power
CUST_000198,2025-04-01,3,0,0,0,0,True,low
CUST_000199,2025-03-01,3,1,1,0,1,True,medium
CUST_000200,2025-08-01,3,0,0,0,2,True,low
CUST_000201,2025-06-01,3,0,0,0,2,True,low
CUST_000201,2025-07-01,0,1,0,0,0,True,low
CUST_000202,2025-07-01,4,1,1,1,2,True,medium
CUST_000203,2025-09-01,2,0,0,0,0,True,low
CUST_000204,2025-08-01,1,0,0,0,1,False,low
CUST_000204,2025-09-01,2,1,1,0,1,True,medium
CUST_000205,2025-12-01,19,5,2,1,9,True,power
CUST_000206,2025-07-01,2,1,1,1,1,True,medium
CUST_000206,2025-08-01,2,0,0,0,1,True,low
CUST_000207,2025-12-01,3,1,1,1,3,True,medium
CUST_000208,2025-12-01,2,0,0,0,0,True,low
CUST_000209,2025-11-01,3,0,0,0,1,True,low
CUST_000210,2025-06-01,3,0,0,0,1,True,low
CUST_000211,2025-09-01,5,1,1,0,2,True,medium
CUST_000212,2025-07-01,14,6,3,0,10,True,power
CUST_000212,2025-08-01,18,5,2,2,6,True,power
CUST_000212,2025-09-01,17,5,2,0,12,True,power
CUST_000212,2025-10-01,17,5,2,2,9,True,power
CUST_000212,2025-11-01,16,4,2,0,7,True,power
CUST_000212,2025-12-01,12,4,2,2,9,True,power
CUST_000213,2025-03-01,0,0,0,0,1,False,low
CUST_000213,2025-04-01,1,0,0,0,0,False,low
CUST_000214,2025-05-01,4,1,1,1,1,True,medium
CUST_000214,2025-06-01,0,0,0,0,1,False,low
CUST_000215,2025-07-01,3,1,0,0,1,True,low
CUST_000216,2025-07-01,3,0,0,0,2,True,low
CUST_000217,2025-08-01,5,1,1,0,3,True,medium
CUST_000217,2025-09-01,14,4,1,0,7,True,power
CUST_000217,2025-10-01,6,5,0,1,4,True,power
CUST_000217,2025-11-01,1,0,0,0,1,False,low
CUST_000218,2025-02-01,5,3,1,0,2,True,power
CUST_000218,2025-03-01,4,0,1,0,2,True,medium
CUST_000218,2025-04-01,3,1,1,0,3,True,medium
CUST_000218,2025-05-01,3,2,1,0,2,True,medium
CUST_000218,2025-06-01,4,1,0,0,1,True,medium
CUST_000218,2025-07-01,3,1,1,0,3,True,medium
CUST_000218,2025-08-01,2,2,0,0,1,True,medium
CUST_000218,2025-09-01,4,2,1,0,3,True,medium
CUST_000218,2025-10-01,3,1,1,0,1,True,medium
CUST_000218,2025-11-01,4,2,0,0,3,True,medium
CUST_000218,2025-12-01,4,2,1,0,3,True,medium
CUST_000219,2025-02-01,10,5,2,2,9,True,power
CUST_000219,2025-03-01,9,3,0,0,5,True,medium
CUST_000219,2025-04-01,5,3,0,1,5,True,power
CUST_000219,2025-05-01,5,4,0,0,4,True,power
CUST_000219,2025-06-01,9,3,0,0,4,True,medium
CUST_000219,2025-07-01,7,2,1,1,3,True,power
CUST_000219,2025-08-01,7,3,1,1,3,True,power
CUST_000219,2025-09-01,7,2,1,1,3,True,power
CUST_000219,2025-10-01,9,3,1,1,7,True,power
CUST_000219,2025-11-01,9,4,0,1,4,True,power
CUST_000219,2025-12-01,5,4,0,0,4,True,power
CUST_000220,2025-04-01,1,0,0,0,0,False,low
CUST_000220,2025-05-01,11,7,1,3,9,True,power
CUST_000220,2025-06-01,18,5,2,1,7,True,power
CUST_000220,2025-07-01,10,5,1,1,7,True,power
CUST_000220,2025-08-01,12,6,1,0,9,True,power
CUST_000220,2025-09-01,15,6,1,2,6,True,power
CUST_000220,2025-10-01,17,4,0,0,9,True,power
CUST_000220,2025-11-01,10,3,0,0,12,True,power
CUST_000220,2025-12-01,15,6,1,2,6,True,power
CUST_000221,2025-03-01,3,0,0,0,2,True,low
CUST_000222,2025-01-01,4,1,1,1,1,True,medium
CUST_000223,2025-01-01,7,1,1,1,4,True,medium
CUST_000223,2025-02-01,1,0,0,0,1,False,low
CUST_000224,2025-02-01,16,4,3,1,12,True,power
CUST_000224,2025-03-01,18,6,0,2,12,True,power
CUST_000224,2025-04-01,14,3,1,2,6,True,power
CUST_000224,2025-05-01,8,2,0,2,4,True,power
CUST_000224,2025-06-01,1,0,0,0,1,False,low
CUST_000225,2025-09-01,10,5,2,0,10,True,power
CUST_000225,2025-10-01,4,1,0,1,1,True,medium
CUST_000225,2025-11-01,1,0,0,0,1,False,low
CUST_000226,2025-12-01,13,2,2,2,6,True,power
CUST_000227,2025-09-01,2,0,0,0,0,True,low
